E_init,beta1,beta2,R0_before,R0_after,R0,risk_ratio,t_init,AIC
1,"1.28
(0.76-2.40)","0.19
(0.10-0.30)","8.72
(5.14-16.32)","1.33
(0.68-2.04)","5.72
(3.62-10.19)","0.15
(0.06-0.34)","-4
(-24-0)",628.85
