beta1;beta2;t_inflect;alpha;gamma;delta;epsilon;psi;kappa1;kappa2;kappa3;omega;Ze;Zes;Zea;Zis;Zia;Zrp;v;phi;mu;N_0;E_init;t_init;loglik;loglik.se;rep;seed;start_beta1;start_beta2;start_tinflect;start_tinit;start_Einit
0.008168569253352515;0.20377891254491862;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18317.60965213588;-400.72217184778276;2.0105406022871977;1;101;0.01;0.18488225992769003;18344;2020-02-17;10
0.013833362514243597;0.2970084223614651;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18318.771074988857;-386.4502698133272;0.7747019590623752;2;102;0.01;0.5858003050088882;18344;2020-02-17;10
0.01813980635273507;0.11883622675768873;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18306.27182776696;-417.1948779782644;4.4341662528198995;3;103;0.01;0.6062682976480573;18344;2020-02-17;10
0.024551951710937735;0.33588079171334934;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18318.871830915596;-377.6126971657646;1.6245847396820137;4;104;0.01;0.46629524137824774;18344;2020-02-17;10
0.03760466042862866;0.342117076995632;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18309.71842316025;-373.32100009196455;0.9079965339967339;5;105;0.01;0.5074782031588256;18344;2020-02-17;10
0.008861216871187367;0.1792782774869847;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18309.200513104315;-407.6280282154999;3.2665981078305544;6;106;0.01;0.06936091580428183;18344;2020-02-17;10
0.060065659610976825;0.335578301637604;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18309.20340648855;-366.8448333238933;1.7876743214369792;7;107;0.01;0.25403373106382787;18344;2020-02-17;10
0.048031792801438454;0.2566731802878008;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18303.94039956463;-376.9443446043027;1.0943643102217164;8;108;0.01;0.6831100566778332;18344;2020-02-17;10
0.05818074636517847;0.302484913154497;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18316.846680216182;-367.54651197873824;1.2661664740298306;9;109;0.01;0.8228963147848845;18344;2020-02-17;10
0.13557440533332388;0.34231122467604097;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18304.431785871042;-348.75631553923824;0.40799948792677077;10;110;0.01;0.8775213886983693;18344;2020-02-17;10
0.05210276869522421;0.2573644956460252;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18309.41500614539;-371.5768932908559;2.654101957304426;1;401;0.01;0.16804152633994818;18344;2020-02-20;10
0.031775162861878634;0.2741104993405368;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18316.916638558032;-374.16421544073245;3.289287315266791;2;402;0.01;0.6062682976480573;18344;2020-02-20;10
0.004408345760709088;0.35655850296507613;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18331.636057132167;-372.9420476830651;0.36168005011147797;3;403;0.01;0.2216013972647488;18344;2020-02-20;10
0.011151881082395934;0.33795609052836684;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18303.676488149507;-395.0361381651749;1.1154235088619124;4;404;0.01;0.06936091580428183;18344;2020-02-20;10
0.033295196405038696;0.20714515669240588;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18321.34393013759;-378.41358188921845;4.982176503377402;5;405;0.01;0.6021140441298485;18344;2020-02-20;10
0.09905706709453431;0.2633314337940606;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18315.75811694093;-357.77392150379654;0.3415111251500595;6;406;0.01;0.8228963147848845;18344;2020-02-20;10
0.005689958579553477;0.2502749430786104;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18320.10318817126;-392.2394592535593;1.3386337758911935;7;407;0.01;0.7861149271484464;18344;2020-02-20;10
0.009675053892555992;0.21114737900358865;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18323.374371549373;-392.27265354311567;0.7894607147813295;8;408;0.01;0.29257395793683827;18344;2020-02-20;10
0.04893628654672859;5.620097912043123;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18323.826879810407;-384.3953152130703;0.24753154822538945;9;409;0.01;0.9717502307612449;18344;2020-02-20;10
0.010150703964703276;0.10275312112671812;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18316.42392237568;-419.5672419241602;7.6810275609329;10;410;0.01;0.09878281853161752;18344;2020-02-20;10
0.11527505030585375;0.277169623219336;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18331.564102632154;-347.9461458308571;1.2341274898536927;1;901;0.01;0.5858003050088882;18344;2020-02-23;10
0.03908594974131493;0.30447130331656314;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;10;18318.960182363495;-370.2719991851319;2.0275965307860946;2;902;0.01;0.46629524137824774;18344;2020-02-23;10
