beta,alpha,gamma,delta,epsilon,psi,kappa1,kappa2,kappa3,omega,Ze,Zes,Zea,Zis,Zia,Zrp,v,phi,mu,N_0,E_init,t_init,loglik,loglik.se,rep,seed,start_beta,start_Einit,start_tinit
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,49.344538951439006,18319,-479.91467910399024,1.1730773856780174,1,1000200,0.01,2,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,627.0434545745894,18319,-398.89657430630075,0.28892887555127633,2,2000200,0.01,2,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,407.7774162282136,18319,-398.2580320007523,0.6244945951349421,3,3000200,0.01,2,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,17.45519095045598,18319,-494.2562109098231,2.2015406475693142,4,4000200,0.01,2,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,35.695412225550484,18319,-478.51125001835,3.1845835683742925,5,5000200,0.01,2,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,16.547618004399723,18319,-500.17278044763367,0.6274488981462798,6,6000200,0.01,2,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,201.7601203201145,18319,-426.1930843187638,0.7030312582366545,7,7000200,0.01,2,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,519.0333748644728,18319,-397.7860993420341,1.0962256272690518,8,8000200,0.01,2,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,981.589368934769,18319,-398.49219394849086,0.24480870564870852,9,9000200,0.01,2,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,619.415683969702,18319,-398.73397874400587,0.3050054695062306,10,10000200,0.01,2,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,30.081057373488687,18319,-492.59433321989314,1.922343827084645,1,1002000,0.01,20,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,24.90682337497186,18319,-485.89427951930907,6.703684533091017,2,2002000,0.01,20,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,18.629381106734996,18319,-494.9539670388943,1.698874001023041,3,3002000,0.01,20,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,365.8013616120646,18319,-398.22938084733516,1.0514984250754547,4,4002000,0.01,20,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,23.19333204203481,18319,-493.1872743269942,2.163399824273389,5,5002000,0.01,20,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,42.38839953225097,18319,-476.3993487300376,2.0276714512074294,6,6002000,0.01,20,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,10578.925485418842,18319,-398.47845171869193,0.40766682006766825,7,7002000,0.01,20,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,845.095824316879,18319,-396.16026287921903,1.4422261548551965,8,8002000,0.01,20,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,580.8379969786515,18319,-399.05552012816844,0.24542963205673504,9,9002000,0.01,20,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,604.2913077723235,18319,-397.30818826611744,1.3090644317678946,10,10002000,0.01,20,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,361.50479785593046,18319,-397.95297934699687,0.4245655538041943,1,1000300,0.01,3,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,868.8087727275007,18319,-398.53414260136924,0.34772059666178834,2,2000300,0.01,3,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,99.50172855023048,18319,-451.92510054996046,0.6878794228753138,3,3000300,0.01,3,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,1966.62691711638,18319,-399.34287051481283,0.1757016591134373,4,4000300,0.01,3,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,46.326473644753435,18319,-481.331476081291,0.7173738740559384,5,5000300,0.01,3,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,62.44456543756382,18319,-463.2435269588302,3.327587649853206,6,6000300,0.01,3,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,751.3441741071325,18319,-397.88838853551874,0.6642620024132256,7,7000300,0.01,3,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,350.2043459914527,18319,-397.8353851240884,0.8780875197736759,8,8000300,0.01,3,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,344.816587296406,18319,-397.15530456829856,0.5936562057098578,9,9000300,0.01,3,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,693.2032569765206,18319,-398.2183848625897,0.7785120900317821,10,10000300,0.01,3,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,487.1108994387818,18319,-398.0534543405083,0.40499101504603624,1,1003000,0.01,30,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,24.973007187585498,18319,-489.9182718960045,3.7138280549096794,2,2003000,0.01,30,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,41.547715405233866,18319,-480.93785351081306,1.5040235366209256,3,3003000,0.01,30,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,20.24800002428988,18319,-484.02071775047386,4.655471194981393,4,4003000,0.01,30,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,13.880131631500223,18319,-487.2379737094803,12.112177720419773,5,5003000,0.01,30,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,55.61640388937833,18319,-467.8880395727639,5.983082796718977,6,6003000,0.01,30,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,50.1321149263251,18319,-474.84951557820074,1.9873792839862852,7,7003000,0.01,30,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,865.6521125249901,18319,-398.5303578045337,0.46084617284186463,8,8003000,0.01,30,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,391.95605040673024,18319,-397.7744748221603,0.516450167868486,9,9003000,0.01,30,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,875.774299605033,18319,-399.17167582053423,0.20397755711294077,10,10003000,0.01,30,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,429.4227789068476,18319,-398.2619829833377,0.39797206763745724,1,1000400,0.01,4,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,4.698491383767989,18319,-516.1668498184514,4.332879784454726,2,2000400,0.01,4,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,11.765767131675931,18319,-502.36009671100913,1.1254045053260104,3,3000400,0.01,4,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,2199.043458829469,18319,-395.80087293438845,1.7175333251670415,4,4000400,0.01,4,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,852.2845101212341,18319,-397.7977843774784,1.0422644042913143,5,5000400,0.01,4,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,469.1262395659854,18319,-395.4917504410387,3.309347337364674,6,6000400,0.01,4,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,54.59598594255224,18319,-468.4445058186408,1.4078157128149014,7,7000400,0.01,4,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,374.59290610633866,18319,-395.55844173867155,2.764807695087111,8,8000400,0.01,4,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,2506.2959606563522,18319,-398.1199576240501,0.4832224878240389,9,9000400,0.01,4,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,465.9547866594052,18319,-397.7965386819042,0.3384373208034067,10,10000400,0.01,4,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,16.81481966751348,18319,-500.58618632260414,0.5435015824890372,1,1000500,0.01,5,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,21.701997549357895,18319,-492.9041010283321,4.882655192910991,2,2000500,0.01,5,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,22.093533704768507,18319,-493.95015096726314,1.3907840447907034,3,3000500,0.01,5,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,450.0370875744175,18319,-398.9270895679098,0.4429758121104564,4,4000500,0.01,5,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,1042.359434539838,18319,-397.8706850016616,1.1049113506036632,5,5000500,0.01,5,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,436.8601820802921,18319,-399.0937648047431,0.7061120645649986,6,6000500,0.01,5,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,39.749235771741354,18319,-472.9597908925275,3.9622419638510595,7,7000500,0.01,5,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,617.7634301540971,18319,-398.66848831520474,0.5085862969740883,8,8000500,0.01,5,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,489.546613151279,18319,-396.43863622562844,1.6045042530143308,9,9000500,0.01,5,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,10.62588264625261,18319,-508.071102709291,1.4907859363562634,10,10000500,0.01,5,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,34.562730364060634,18319,-482.4310105769912,3.068432859847514,1,1005000,0.01,50,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,56.783150972059204,18319,-471.5022149561292,0.9974906676239795,2,2005000,0.01,50,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,383.530551230668,18319,-398.26782847821033,0.8551171331356563,3,3005000,0.01,50,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,2271.833290385082,18319,-397.98364350317183,1.5756186707646487,4,4005000,0.01,50,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,35.219538895209844,18319,-472.61562803910186,7.861290642610135,5,5005000,0.01,50,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,747.6557062218831,18319,-398.0697107539016,1.2719638313891342,6,6005000,0.01,50,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,50.8786051238853,18319,-477.0737074073761,2.5609252316925697,7,7005000,0.01,50,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,697.5750119331726,18319,-397.8939139199214,0.6681001854321779,8,8005000,0.01,50,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,21.29880932558603,18319,-492.74900534001483,0.5616264108527275,9,9005000,0.01,50,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,51.22183141428058,18319,-475.9503697371164,0.957350301189913,10,10005000,0.01,50,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,35.910886466911485,18319,-480.8140631813204,6.330607172381838,1,1000600,0.01,6,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,27.702489612594135,18319,-485.42471612108113,5.374474536021533,2,2000600,0.01,6,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,222.27747675432485,18319,-419.37983353308334,1.327593068855538,3,3000600,0.01,6,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,524.3560167207595,18319,-398.870692462097,0.5810995105615018,4,4000600,0.01,6,18319
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,32.52649760776144,18319,-482.657320982518,4.349823711178893,5,5000600,0.01,6,18319
