beta,alpha,gamma,delta,epsilon,psi,kappa1,kappa2,kappa3,omega,Ze,Zes,Zea,Zis,Zia,Zrp,v,phi,mu,N_0,E_init,t_init,loglik,loglik.se,rep,seed,start_beta,start_Einit,start_tinit
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,34.42203771866995,18326,-462.79896883462527,3.3556465888586344,7,7001500,0.01,15,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,11.90261175990688,18326,-486.3692936122453,1.0025029543409725,8,8001500,0.01,15,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,79501.54514596569,18326,-370.1387145938633,0.21490779139158422,9,9001500,0.01,15,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,14.30488356207948,18326,-485.88866603590344,1.325173100957945,10,10001500,0.01,15,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,36.33703860222254,18326,-466.12255046075916,2.235715655565029,1,1000200,0.01,2,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,24.795499643249133,18326,-470.3233427335713,2.079255057491015,2,2000200,0.01,2,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,20.079148421563726,18326,-475.32712619743546,2.7534802253832638,3,3000200,0.01,2,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,2338.8116944946146,18326,-370.49075578850153,0.08104855221690499,4,4000200,0.01,2,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,31.12536341848914,18326,-463.9495513500371,2.470459588567194,5,5000200,0.01,2,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,14.183694038637169,18326,-478.3275620596139,1.1353550710431806,6,6000200,0.01,2,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,13.398728715038244,18326,-481.77033651282846,1.8027338275076723,7,7000200,0.01,2,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,17.411704903823047,18326,-480.3263670215804,1.0950987207537177,8,8000200,0.01,2,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,16.15713409064575,18326,-482.94267867353506,3.35684583023977,9,9000200,0.01,2,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,20.985267218562075,18326,-472.4581963580091,2.4065968055263256,10,10000200,0.01,2,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,29.61508451631727,18326,-460.54010825876634,12.050481417855055,1,1002000,0.01,20,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,15.01453924122286,18326,-483.3208016281776,1.0654230163897072,2,2002000,0.01,20,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,40.37287851137354,18326,-461.97526634578134,1.4109964176431349,3,3002000,0.01,20,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,584.5212327876947,18326,-369.9082048681708,0.13993360989104967,4,4002000,0.01,20,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,18.631380043452243,18326,-475.8522573618388,5.3279389176361915,5,5002000,0.01,20,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,8.629152388304636,18326,-485.4993885881865,2.032879722274477,6,6002000,0.01,20,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,1013.0503316767522,18326,-370.14435710241025,0.103310987505711,7,7002000,0.01,20,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,20.884575868347927,18326,-478.08411139393905,0.6628429161560466,8,8002000,0.01,20,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,2971.5547998193006,18326,-369.87110831415185,0.24299804046621484,9,9002000,0.01,20,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,12.169651038540618,18326,-489.62446359667626,1.040530054126703,10,10002000,0.01,20,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,343.9991658928377,18326,-370.3548248661234,0.24897800528141747,1,1000300,0.01,3,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,1562.2221222019832,18326,-369.6569503801805,0.2551131359949285,2,2000300,0.01,3,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,409.1996504335391,18326,-369.73017397313896,0.2432101955071591,3,3000300,0.01,3,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,19.270129643899793,18326,-472.3325909809118,6.900114712947525,4,4000300,0.01,3,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,507.27655561795666,18326,-370.05458183238966,0.11272750033509077,5,5000300,0.01,3,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,467.64986130262855,18326,-369.92139142132737,0.14073236729173746,6,6000300,0.01,3,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,2425.8613875730457,18326,-369.85514285919993,0.19036467438894852,7,7000300,0.01,3,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,22.422548077532873,18326,-471.12164189184955,6.246631954644025,8,8000300,0.01,3,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,1062.8971636819335,18326,-369.4352010980364,0.26061580990431077,9,9000300,0.01,3,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,14.02125922824695,18326,-483.0243365193286,0.638864519831046,10,10000300,0.01,3,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,29.368101076153593,18326,-468.4232757646656,1.7320210005861725,1,1003000,0.01,30,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,757.9748155198216,18326,-369.96107952462563,0.17737737263726075,2,2003000,0.01,30,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,11.871302635512103,18326,-486.06881685393756,6.608047238846537,3,3003000,0.01,30,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,14.92508216101781,18326,-476.6355476474791,4.089116238320275,4,4003000,0.01,30,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,18.38010132040751,18326,-480.0078084544348,1.8024041367036499,5,5003000,0.01,30,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,10.37028378039172,18326,-488.4037554778199,0.8270302634831617,6,6003000,0.01,30,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,9.882968714983498,18326,-489.7429864512828,3.3583796683140856,7,7003000,0.01,30,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,9.726686861298642,18326,-488.4998000205836,0.5680702286708648,8,8003000,0.01,30,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,9.998926704407134,18326,-489.68226980970576,3.161747078439242,9,9003000,0.01,30,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,20.004668289043213,18326,-472.46286636454283,4.919572698411964,10,10003000,0.01,30,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,22.393141124694843,18326,-470.6456808717263,6.100749821631847,1,1000400,0.01,4,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,25.360852003960435,18326,-466.37419680715965,2.292951492573552,2,2000400,0.01,4,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,14.891593467020321,18326,-482.78815887229234,1.2549259139272182,3,3000400,0.01,4,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,21.77805851572545,18326,-477.71206620528653,0.8284987022656688,4,4000400,0.01,4,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,17.974264514032516,18326,-472.81246124961814,2.659730606999575,5,5000400,0.01,4,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,650.0968558036395,18326,-369.8030739911194,0.16181151355403836,6,6000400,0.01,4,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,13.067689297413338,18326,-480.01803361377733,3.240794751276547,7,7000400,0.01,4,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,22.513996660580123,18326,-473.59119883264555,0.9603560580649584,8,8000400,0.01,4,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,13.814541760412254,18326,-479.25337129296696,2.105823494404946,9,9000400,0.01,4,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,429.4163197476751,18326,-370.04210631327686,0.10697408580356543,10,10000400,0.01,4,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,447.74940473079516,18326,-370.0102154665,0.09256737493122841,1,1000500,0.01,5,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,24.948446395897513,18326,-471.29608678066614,0.9744523599403895,2,2000500,0.01,5,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,1063.408320321807,18326,-369.62470563187304,0.24516152098370297,3,3000500,0.01,5,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,13.473723850275299,18326,-486.8994127316997,1.4883949776062246,4,4000500,0.01,5,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,18.094748396098957,18326,-477.4670442477295,1.512329731340551,5,5000500,0.01,5,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,8.862361454819577,18326,-494.24057784958086,2.612261282766035,6,6000500,0.01,5,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,9.789149563592868,18326,-493.8858547402657,0.5953270647648596,7,7000500,0.01,5,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,1227.4165178687333,18326,-370.32413877896386,0.09451481164412573,8,8000500,0.01,5,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,16.9262843628013,18326,-478.28327792264463,0.9121560327360733,9,9000500,0.01,5,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,15.693094064771897,18326,-475.9080031154012,7.834574881591924,10,10000500,0.01,5,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,394.0003703535765,18326,-369.6549692273813,0.2574237393879045,1,1005000,0.01,50,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,23.95376035888413,18326,-466.3210758108122,8.868875918324653,2,2005000,0.01,50,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,6864.711666113356,18326,-369.8953688676281,0.28925781858226224,3,3005000,0.01,50,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,10.972994203801647,18326,-492.0990577346906,2.475744586769616,4,4005000,0.01,50,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,49.719477439760794,18326,-451.3074424967041,2.054428546819946,5,5005000,0.01,50,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,17.298684558208013,18326,-479.3090450466416,0.8152507820297735,6,6005000,0.01,50,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,19.197491914869765,18326,-475.4832260103039,6.04972864234344,7,7005000,0.01,50,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,18.526898160203206,18326,-471.95861595808924,3.0712337288131137,8,8005000,0.01,50,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,15.641023186996177,18326,-484.5363283579923,1.0859901929002278,9,9005000,0.01,50,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,1537.6857142181173,18326,-369.95341461221017,0.08541398488354435,10,10005000,0.01,50,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,12.81487653341125,18326,-485.6099830511367,5.758674447913081,1,1000600,0.01,6,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,17.171142570809845,18326,-478.3651476319105,2.2757815548142073,2,2000600,0.01,6,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,25.730519989961085,18326,-462.31413763151033,9.401903684907245,3,3000600,0.01,6,18326
0.01,0.29411764705882354,0.4347826086956522,0.14285714285714285,0.63,0.7,0.35,1,1,0.04,0.1,0.7,0.7,0.8,0.8,0.3,0.99,0.6,1,226,357.97862721165177,18326,-370.0263752099578,0.12751691944807372,4,4000600,0.01,6,18326
