beta1;beta2;t_inflect;alpha;gamma;delta;epsilon;psi;kappa1;kappa2;kappa3;omega;Ze;Zes;Zea;Zis;Zia;Zrp;v;phi;mu;N_0;E_init;t_init;loglik;loglik.se;rep;seed;start_beta1;start_beta2;start_tinflect;start_tinit;start_Einit
0.007872835294232555;0.25123736505588373;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18324.300478679743;-393.8205850650668;3.397428722983295;1;101;0.01;0.18488225992769003;18344;2020-02-17;3
0.007428051662724437;0.27555061518357155;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18312.787364543598;-402.1918413768337;0.767677643368527;2;102;0.01;0.5858003050088882;18344;2020-02-17;3
0.9051524319665345;0.20260988056658624;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18313.589317220514;-316.6047742476877;0.012857537235298961;3;103;0.01;0.6062682976480573;18344;2020-02-17;3
0.9739146782269379;0.22297864968514486;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18321.29029271324;-314.12552876455237;0.010464287523607355;4;104;0.01;0.46629524137824774;18344;2020-02-17;3
0.14263939139352305;0.3119110880984064;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18312.920860874725;-348.5972101900771;2.3297532112010533;5;105;0.01;0.5074782031588256;18344;2020-02-17;3
0.04263769318526321;0.27434378249156527;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18328.934817853384;-376.1194260221496;0.5044131766070934;6;106;0.01;0.06936091580428183;18344;2020-02-17;3
0.055073179303722464;0.24532645885504142;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18308.016522709473;-375.14135078452534;1.7017683037300317;7;107;0.01;0.25403373106382787;18344;2020-02-17;3
0.0027977513481997774;0.2988719193522428;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18314.26132216462;-405.98037252595003;0.9950442884078838;8;108;0.01;0.6831100566778332;18344;2020-02-17;3
0.0114313660219963;0.31520993185705365;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18317.36601065716;-393.2321906139313;1.9109191433550454;9;109;0.01;0.8228963147848845;18344;2020-02-17;3
0.008557351824680644;0.22014345157968163;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18316.57142212561;-400.9064916961529;6.659310684487409;10;110;0.01;0.8775213886983693;18344;2020-02-17;3
0.041348468789663806;0.22673010445231712;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18315.693568215313;-382.03674891658454;1.619620732414193;1;401;0.01;0.16804152633994818;18344;2020-02-20;3
0.0230734966386834;0.2543430114525696;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18326.01235514127;-386.87087003113464;2.0138506871987536;2;402;0.01;0.6062682976480573;18344;2020-02-20;3
0.009888638227779894;0.3849798507590528;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18325.626187872032;-383.6249063100921;0.823570156150952;3;403;0.01;0.2216013972647488;18344;2020-02-20;3
0.0580179959092878;0.30966730797993797;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18322.920833354783;-367.24654923579754;0.4836522291865515;4;404;0.01;0.06936091580428183;18344;2020-02-20;3
0.17364434530032208;0.2510840342763465;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18312.333133244723;-346.3449927881696;0.8724273968034587;5;405;0.01;0.6021140441298485;18344;2020-02-20;3
0.055340214639801204;0.29823998848306454;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18314.059061680102;-365.40159560326777;8.737279255362534;6;406;0.01;0.8228963147848845;18344;2020-02-20;3
0.019989422367385407;0.2910002042047865;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18330.122435717294;-381.5774559894804;6.397256027815234;7;407;0.01;0.7861149271484464;18344;2020-02-20;3
0.3582503740825968;0.19910064227745086;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18299.586664478917;-329.34174407083134;0.24716032861867057;8;408;0.01;0.29257395793683827;18344;2020-02-20;3
0.028786937760573547;0.22410534215552386;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18314.813705773187;-388.45622055234645;1.183075118671863;9;409;0.01;0.9717502307612449;18344;2020-02-20;3
0.13753375656322703;0.34270801104196036;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18326.60195743915;-346.74224632809154;2.5192309100345582;10;410;0.01;0.09878281853161752;18344;2020-02-20;3
0.04081147820183354;0.24763416718625922;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18329.66978841355;-376.09167474091385;2.642652223962907;1;901;0.01;0.5858003050088882;18344;2020-02-23;3
0.02309657548569673;0.2214284453518359;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18324.895441263394;-390.4987139058988;0.6385943574131914;2;902;0.01;0.46629524137824774;18344;2020-02-23;3
0.003525194417037547;0.3711009528856359;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18315.88715100455;-399.92201165680694;2.108743570762025;3;903;0.01;0.06936091580428183;18344;2020-02-23;3
0.008970321968931702;0.3648419875336692;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18313.322910349118;-393.5053694088307;3.524837273218099;4;904;0.01;0.6831100566778332;18344;2020-02-23;3
0.029456244298849583;0.14019016152357786;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18309.68736715179;-405.6120551055965;5.604457825879119;5;905;0.01;0.8775213886983693;18344;2020-02-23;3
0.018716539690049803;0.2978267118568363;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18328.880854137915;-382.07569384412403;2.467123677426117;6;906;0.01;0.29257395793683827;18344;2020-02-23;3
0.003106024744127036;0.05758605847352324;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18327.372941591668;-458.2352867871892;3.9391655900692144;7;907;0.01;0.028575305361300707;18344;2020-02-23;3
0.02747217554840093;0.157531054246765;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18312.975429462207;-402.6077192924034;1.7943159345699187;8;908;0.01;0.505840522935614;18344;2020-02-23;3
0.13213688443898663;0.18043120396566062;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18329.28833688964;-358.6552035518221;1.1428063221674811;9;909;0.01;0.6223776626866311;18344;2020-02-23;3
0.023977289650286886;0.1569511945302732;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18332.095104610642;-399.14891151720707;0.8895404482614048;10;910;0.01;0.6835820169653744;18344;2020-02-23;3
0.0596850083912778;0.2868171186163197;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18326.26886638656;-363.54320795630116;6.2817062310526515;1;1601;0.01;0.2002144525758922;18344;2020-02-26;3
0.017739918161793624;0.264458380178653;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18331.47833681968;-390.0016215366402;1.0032350543231705;2;1602;0.01;0.5074782031588256;18344;2020-02-26;3
1.1437439881353157;0.1861442230483261;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18329.959380794608;-311.3107816184892;0.006574961294465744;3;1603;0.01;0.6021140441298485;18344;2020-02-26;3
0.028569830760544458;0.4188425767102029;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18328.379272802365;-377.3254726993993;0.9907092847027757;4;1604;0.01;0.8775213886983693;18344;2020-02-26;3
0.03720587333373928;0.21559022298104658;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18330.022257484146;-379.862598931375;3.4353451562911164;5;1605;0.01;0.4161184262484312;18344;2020-02-26;3
0.009304532571468477;0.3932964019325464;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18330.44811241943;-387.8564830903993;0.5995754120076919;6;1606;0.01;0.09878281853161752;18344;2020-02-26;3
0.007817682114317142;0.3470695494944423;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18328.314963582037;-390.2309656156382;2.072452587223313;7;1607;0.01;0.8565903943963349;18344;2020-02-26;3
0.020643517919231146;0.2641019623702947;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18329.92582219565;-382.837094800682;2.2261712238779117;8;1608;0.01;0.6835820169653744;18344;2020-02-26;3
0.35577509489819825;0.2848190514377223;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18325.15103260876;-326.5405755163986;0.35197930344581185;9;1609;0.01;0.6333728099707514;18344;2020-02-26;3
0.022607402932141724;0.24863021142591674;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18330.544550359093;-381.6934669637228;4.995348189218712;10;1610;0.01;0.7087270964402705;18344;2020-02-26;3
0.003756513082522219;0.3556122050973604;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18331.269968156317;-395.6675635855227;0.7807698783717917;1;2501;0.01;0.6062682976480573;18344;2020-02-29;3
0.018452488771577766;0.15460453276508573;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18329.074116070162;-399.08383153819966;1.0022258264041324;2;2502;0.01;0.06936091580428183;18344;2020-02-29;3
0.027975318655779107;0.2285395063912382;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18332.878326004135;-389.21341400619286;2.7452796854915844;3;2503;0.01;0.8228963147848845;18344;2020-02-29;3
0.006733520664674759;0.3627241121065824;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18328.75924198272;-390.16726109069015;0.9124976066793914;4;2504;0.01;0.29257395793683827;18344;2020-02-29;3
0.02050214677610099;0.26875583904330164;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18330.661823928072;-387.54629583746004;1.3407280279987865;5;2505;0.01;0.09878281853161752;18344;2020-02-29;3
0.025385851799474796;0.3119944785807849;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18327.5881060401;-380.5649707571125;0.6191269837659955;6;2506;0.01;0.6223776626866311;18344;2020-02-29;3
0.006694810710584007;0.22068186560875017;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18329.752713302176;-400.7462529024541;2.0986990273079758;7;2507;0.01;0.9148060434963554;18344;2020-02-29;3
0.004218853035479178;0.2884031678027438;18344;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;3;18331.891845003167;-395.20102121790325;1.673384480577513;8;2508;0.01;0.5791662046685815;18344;2020-02-29;3
