beta1;beta2;t_inflect;alpha;gamma;delta;epsilon;psi;kappa1;kappa2;kappa3;omega;Ze;Zes;Zea;Zis;Zia;Zrp;v;phi;mu;N_0;E_init;t_init;loglik;loglik.se;rep;seed;start_beta1;start_beta2;start_tinflect;start_tinit;start_Einit
0.012894389321162698;0.2947982893822479;18340;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;1;18311.83846432986;-369.96579832924846;0.8799136960321097;1;101;0.01;0.18488225992769003;18340;2020-02-17;1
0.01643126189684633;0.1823911543713764;18340;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;1;18306.41394876045;-387.2764710044351;3.152442503273103;2;102;0.01;0.5858003050088882;18340;2020-02-17;1
0.046903546054048055;0.3266667530122051;18340;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;1;18321.537040828807;-357.49958070822277;1.270150968202325;3;103;0.01;0.6062682976480573;18340;2020-02-17;1
0.10452304787056;0.20064254567697018;18340;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;1;18304.827619501277;-358.22742298001464;3.3289874218184936;4;104;0.01;0.46629524137824774;18340;2020-02-17;1
0.006951819101255363;0.2281261962390996;18340;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;1;18319.009085360572;-384.35245732845937;0.7738279564805733;5;105;0.01;0.5074782031588256;18340;2020-02-17;1
0.027299443616160216;0.18329000251952968;18340;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;1;18316.324899247353;-376.1041025861254;2.5450367767451154;6;106;0.01;0.06936091580428183;18340;2020-02-17;1
0.04132415257569674;0.2623782174915428;18340;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;1;18302.816045593594;-362.97614138337906;1.5529102288686834;7;107;0.01;0.25403373106382787;18340;2020-02-17;1
0.019723053736731912;0.15930057566442424;18340;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;1;18316.357645784214;-389.07385244272774;3.5844604515546967;8;108;0.01;0.6831100566778332;18340;2020-02-17;1
0.055407194387572196;0.2854409753908638;18340;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;1;18322.765403449925;-361.3963156865876;0.261263950316212;9;109;0.01;0.8228963147848845;18340;2020-02-17;1
0.04147271933786425;0.29434815965002475;18340;0.29411764705882354;0.4347826086956522;0.14285714285714285;0.63;0.7;0.35;1;1;0.04;0.1;0.7;0.7;0.8;0.8;0.3;0.99;0.6;1;226;1;18311.774533465603;-360.3743496174179;0.7222821345169036;10;110;0.01;0.8775213886983693;18340;2020-02-17;1
